Ticker,Name,Yahoo,ISIN,Symbol,YahooSymbol,Akt. Kurs,Währung,Perf %,Score,CRV,Elliott-Signal,Elliott-Einstieg,Elliott-Ausstieg,MC-Chance,Zyklus %,Zyklus-Status,ROE %,Debt/Equity,Div. Rendite %,FCF,Enterprise Value,Revenue,FCF Yield %,Growth %,Margin %,Rule of 40,Current Ratio,Institutional Ownership %,Radar Vector,PE,ConfidenceScore,ConfidenceLabel,ConfidenceBreakdown,Sektor,Akt. Kurs [€],Volatility,DownsideDev,MaxDrawdown,AvgVolume,DollarVolume,SMA200,Trend200,MarketRegimeStock,MarketTrend200Stock,MarketRegimeCrypto,MarketTrend200Crypto,MarketDate,RS3M,Sector,Industry,Country,Currency,Perf 1D %,Perf 1Y %
US67066G1040,NVIDIA CORP.,NVDA,US67066G1040,NVDA,NVDA,177.19000244140625,USD,41.88158667376625,0.0,0.0,Seitwärts,0.0,0.0,60.0,73.6,Zyklus-neutral,107.36,9102.0,2.0,53282873344.0,4531735756800.0,187141996544.0,1.18,62.5,53.01,115.51,4468.0,69.59,"[100.0, 100.0, 0.0, 26.36, 30.04]",24.441496,45.4,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.6, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.9463087248322147, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",Gehirn,186.47,0.4365762203279683,0.2923206773065403,0.2449673273368083,195929788.3,34716799667.221214,174.945943069458,0.0128271586787085,bull,0.0525478378223671,bear,-0.3296602315009258,2026-02-27,-0.029242226500303,Technology,Semiconductors,United States,USD,-4.164636796831145,41.88158667376625
US6745991058,OCCIDENTAL PET.,OXY,US6745991058,OXY,OXY,53.08000183105469,USD,11.074822177439804,41.42,1.07,BUY,46.95,51.24,47.2,75.7,Zyklus-neutral,5.96,62221.0,206.0,3033125120.0,75094687744.0,26601000960.0,4.04,-7.7,8.17,0.47,935.0,51.31,"[0.0, 11.92, 0.0, 44.3, 7.41]",41.212414,,,,Energie,44.53,0.3853476065591604,0.295440116730529,0.2741709528163839,12526150.65,664888099.4380668,43.51577724456787,0.219787515979178,bull,0.0525478378223671,bear,-0.3296602315009258,2026-02-27,0.2766857948205274,Energy,Oil & Gas E&P,United States,USD,3.208247163305677,11.074822177439804
US6821891057,ON SEMICOND.,ON,US6821891057,ON,ON,66.4800033569336,USD,41.29650251847048,56.36,1.76,BUY,66.86,79.21,59.9,88.0,Zyklus-Hoch,1.5,39064.0,0.0,1250724992.0,27005202432.0,5995400192.0,4.63,-11.2,2.02,-9.18,4522.0,109.63,"[0.0, 3.0, 0.0, 31.95, 17.06]",16.742908,,,,Gehirn,63.03,0.5814756871343961,0.3910846646422746,0.3209351481184948,10047465.1,667955513.5766732,53.771200046539306,0.23634963138994,bull,0.0525478378223671,bear,-0.3296602315009258,2026-02-27,0.3269765623685159,Technology,Semiconductors,United States,USD,-2.4647890477002776,41.29650251847048
US68622V1061,ORGANON + CO.,OGN,US68622V1061,OGN,OGN,7.289999961853027,USD,-50.635426602337866,0.0,0.0,Seitwärts,0.0,0.0,37.4,0.0,Zyklus-Tief,71.62,974393.0,102.0,394000000.0,10186466304.0,6301000192.0,3.87,1.3,7.95,9.25,1754.0,76.86,"[2.6, 100.0, 0.0, 100.0, 33.89]",2.035662,21.2,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.2, ""risk_clean"": 0.0, ""regime_align"": 0.0, ""liquidity"": 0.19463087248322153, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",Pharma & Gesundheit,8.98,0.6253112140670041,0.5703358406169352,0.5966969325937502,4901771.75,35733915.87051225,8.775779266357421,-0.1693045437229985,bull,0.0525478378223671,bear,-0.3296602315009258,2026-02-27,-0.0680742365606554,Healthcare,Drug Manufacturers - General,United States,USD,0.8298747250519378,-50.635426602337866
US69608A1088,PALANTIR TECHN.,PLTR,US69608A1088,PLTR,PLTR,137.19000244140625,USD,61.55205534563439,0.0,0.0,Seitwärts,0.0,0.0,54.0,30.5,Zyklus-neutral,25.98,3063.0,0.0,1260918400.0,326150029312.0,4475445760.0,0.39,70.0,36.31,106.31,7.11,60.57,"[100.0, 51.96, 0.0, 69.5, 4.56]",77.01267,38.1,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.6, ""risk_clean"": 0.0, ""regime_align"": 0.0, ""liquidity"": 0.8791946308724832, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",Gehirn,167.47,0.6076064243557949,0.4407799169192451,0.378125297361536,62541817.85,8580112143.531486,161.50202518463135,-0.1505369528055841,bull,0.0525478378223671,bear,-0.3296602315009258,2026-02-27,-0.1846736272927862,Technology,Software - Infrastructure,United States,USD,0.9195233025972582,61.55205534563439
CA6979001089,PAN AMER. SILVER,PAAS.TO,CA6979001089,PAAS.TO,PAAS.TO,93.58000183105467,CAD,175.4392622926523,0.0,0.0,Seitwärts,0.0,0.0,71.7,41.7,Zyklus-neutral,11.29,13316.0,97.0,996537472.0,33913999360.0,3254799872.0,2.94,19.3,19.48,38.78,2313.0,68.03,"[38.6, 22.58, 0.0, 58.27, 22.51]",16.049044,29.2,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.2, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.32885906040268464, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",Edelmetalle ⛏️,87.0,0.5360069304212978,0.4330374787339365,0.20795936114485,1232372.75,115325444.2015419,54.42643873214722,0.7193849902911476,bull,0.0525478378223671,bear,-0.3296602315009258,2026-02-27,0.6614210189977354,Basic Materials,Gold,Canada,CAD,1.3099480875758962,175.4392622926523
US70450Y1038,PAYPAL HDGS,PYPL,US70450Y1038,PYPL,PYPL,46.209999084472656,USD,-34.81094503856181,0.0,0.0,Seitwärts,0.0,0.0,30.9,29.5,Zyklus-neutral,25.73,60703.0,135.0,3274249984.0,40072372224.0,33172000768.0,8.17,3.7,15.78,19.48,1287.0,82.92,"[7.4, 51.46, 0.0, 70.46, 34.62]",7.116504,37.5,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.4, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.6510067114093959, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",Finanzen,55.47,0.4170124278758167,0.3686212325069745,0.4992285512111579,39084512.45,1806095284.53156,64.86931421279907,-0.287644710827617,bull,0.0525478378223671,bear,-0.3296602315009258,2026-02-27,-0.2648942790230463,Financial Services,Credit Services,United States,USD,1.4935214658626128,-34.81094503856181
FR0000120693,PERNOD RICARD,RI.PA,FR0000120693,RI.PA,RI.PA,78.26000213623047,EUR,-18.036363595684968,47.43,0.0,Seitwärts,0.0,0.0,42.0,100.0,Zyklus-Hoch,10.14,77.61,587.0,1170000000.0,32680491008.0,10958999552.0,3.58,-4.5,14.84,10.34,1916.0,57.28,"[0.0, 20.28, 0.0, 0.0, 27.33]",13.442283,,,,Konsum & Lifestyle,72.92,0.2831814482873502,0.1866679600904486,0.2803426109235245,804743.1,62979196.72511673,83.53761360168457,-0.0631764691126833,bull,0.0525478378223671,bear,-0.3296602315009258,2026-02-27,-0.0238332871706397,Consumer Defensive,Beverages - Wineries & Distilleries,France,EUR,2.8654051691753946,-18.036363595684968
CNE1000003W8,PETROCHINA CO.,0857.HK,CNE1000003W8,0857.HK,0857.HK,9.539999961853027,HKD,75.04034833736503,0.0,0.0,Seitwärts,0.0,0.0,72.7,69.6,Zyklus-neutral,10.21,20439.0,552.0,37757001728.0,1962411294720.0,2849543028736.0,1.92,2.3,5.55,7.85,1148.0,26.73,"[4.6, 20.42, 0.0, 30.38, 21.24]",9.865313,27.6,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.0, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.6644295302013423, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",Energie,8.81,0.2874043370580843,0.2818481529863614,0.1900311293423617,109045114.1,1040290384.354259,7.656461503505707,0.2460063904827176,bull,0.0525478378223671,bear,-0.3296602315009258,2026-02-27,0.0056162945296698,Energy,Oil & Gas Integrated,China,HKD,0.8456651520450276,75.04034833736503
US7170811035,PFIZER INC.,PFE,US7170811035,PFE,PFE,27.649999618530277,USD,12.209691147389323,42.81,0.48,BUY,26.83,28.94,60.4,100.0,Zyklus-Hoch,8.58,66531.0,636.0,0.0,204229378048.0,62578999296.0,0.0,-1.2,12.42,11.22,1.0,68.0,"[0.0, 17.16, 0.0, 20.0, 21.85]",9.772898,,,,Pharma & Gesundheit,26.43,0.2652303679037842,0.1754888113625811,0.1922932624021741,46818512.8,1294531861.060155,24.294934606552125,0.1380973057269854,bull,0.0525478378223671,bear,-0.3296602315009258,2026-02-27,0.0812060228227746,Healthcare,Drug Manufacturers - General,United States,USD,2.0295174513599745,12.209691147389323
US6934831099,POSCO HOL.ADR,PKX,US6934831099,PKX,PKX,69.58999633789062,USD,53.35614629234493,64.89,2.86,BUY,65.49,81.98,67.1,47.7,Zyklus-neutral,0.81,45676.0,278.0,0.0,19552163332096.0,69095001161728.0,0.0,-5.4,0.95,-4.45,1896.0,2.67,"[0.0, 1.62, 0.0, 72.33, 23.17]",12.655211,,,,Fundament,63.17,0.4109923159380834,0.2211858160584283,0.2557348019640375,161173.45,11216059.795265198,53.63121492385864,0.2975651667911867,bull,0.0525478378223671,bear,-0.3296602315009258,2026-02-27,0.2539274817447376,Basic Materials,Steel,South Korea,USD,-0.0143708857036628,53.35614629234493
US74767V1098,QUANTUMSCAPE A,QS,US74767V1098,QS,QS,6.920000076293945,USD,47.54797424021999,0.0,0.0,Seitwärts,0.0,0.0,57.1,60.4,Zyklus-neutral,-38.65,6004.0,0.0,-116634872.0,4444975104.0,1.0,-2.62,0.0,0.0,0.0,21138.0,32.36,"[0.0, 0.0, 0.0, 39.58, 36.84]",-13.218594,18.4,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.0, ""risk_clean"": 0.0, ""regime_align"": 0.0, ""liquidity"": 0.41610738255033564, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",Experimente,10.12,1.0393038832605404,0.5536088521775914,0.6285249617004612,16994368.7,117601032.70056742,10.0700250184536,-0.312812027416729,bull,0.0525478378223671,bear,-0.3296602315009258,2026-02-27,-0.439418376004522,Consumer Cyclical,Auto Parts,United States,USD,-4.683197546403606,47.54797424021999
US7594701077,RELIANCE INDS,RIGD.IL,US7594701077,RIGD.IL,RIGD.IL,61.29999923706055,USD,11.697400881877918,0.0,0.0,Seitwärts,0.0,0.0,58.2,100.0,Zyklus-Hoch,0.0,37389.0,33.0,0.0,2996862451712.0,9252890476544.0,0.0,11.7,7.43,19.13,1.0,0.89,"[23.4, 0.0, 0.0, 0.0, 26.68]",16.744186,21.6,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.0, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.06711409395973156, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",Experimente,60.3,0.2289384834412809,0.1656948404578205,0.1548954935852996,89902.75,5511038.506409645,65.34642797470093,-0.0619227226805261,bull,0.0525478378223671,bear,-0.3296602315009258,2026-02-27,-0.1295591123589718,Energy,Oil & Gas Refining & Marketing,India,USD,-1.4469477730539748,11.697400881877918
US7739031091,ROCKWELL AU.,ROK,US7739031091,ROK,ROK,407.4500122070313,USD,44.069883052736,0.0,0.0,Seitwärts,0.0,0.0,66.6,18.2,Zyklus-Tief,23.74,99289.0,134.0,1025500032.0,49741873152.0,8566000128.0,2.06,11.9,11.56,23.46,1156.0,86.72,"[23.8, 47.48, 0.0, 81.79, 11.78]",30.140837,31.3,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.2, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.5369127516778524, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",Hardware 💻,420.36,0.3238926971063839,0.2230589071732802,0.237436893388268,1332583.7,542961244.8318908,360.7781007385254,0.1293645910684902,bull,0.0525478378223671,bear,-0.3296602315009258,2026-02-27,0.025488444212075,Industrials,Specialty Industrial Machinery,United States,USD,-0.9360504984686324,44.069883052736
US7960542030,SAMSUNG SDI,XSDG.F,US7960542030,XSDG.F,XSDG.F,63.59999847412109,EUR,67.37377691116681,49.13,3.73,BUY,59.4,74.42,60.6,36.7,Zyklus-neutral,-2.59,46177.0,40.0,0.0,9084264775680.0,13266999836672.0,0.0,2.8,-4.89,-2.09,892.0,0.05,"[5.6, 0.0, 0.0, 83.25, 25.0]",0.0,,,,Energie,57.8,0.6463788183691442,0.3638745451717295,0.3715012207924123,6701.25,426199.489774704,37.74442280769348,0.6850171162547873,bull,0.0525478378223671,bear,-0.3296602315009258,2026-02-27,0.4485012932948986,Industrials,Electrical Equipment & Parts,South Korea,EUR,-3.927490323230498,67.37377691116681
DE0007164600,SAP SE O.N.,SAP.DE,DE0007164600,SAP.DE,SAP.DE,170.9600067138672,EUR,-35.51206963477521,0.0,0.0,Seitwärts,0.0,0.0,35.8,68.8,Zyklus-neutral,16.46,17.84,134.0,7799625216.0,206661484544.0,36800000000.0,3.77,3.3,19.91,23.21,1174.0,40.19,"[6.6, 32.92, 0.0, 31.24, 36.01]",20.883703,31.4,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.2, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.5436241610738255, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",Gehirn,195.54,0.3563083658693519,0.2996340454921772,0.3955572189169761,3592030.75,614093601.1364174,225.842349395752,-0.24301174172481,bull,0.0525478378223671,bear,-0.3296602315009258,2026-02-27,-0.2100331070044492,Technology,Software - Application,Germany,EUR,-0.7316191487080737,-35.51206963477521
DE000ENER6Y0,SIEMENS ENERGY,ENR.DE,DE000ENER6Y0,ENR.DE,ENR.DE,166.4499969482422,USD,202.38749209447732,10.5,0.0,Seitwärts,0.0,0.0,62.5,86.5,Zyklus-Hoch,0.0,72403.0,752.0,0.0,1.0,28795244.0,0.0,0.0,-80.39,-80.39,247.0,14.27,"[0.0, 0.0, 0.0, 13.54, 25.0]",,,,,Energie,142.2,0.4692529455949822,0.3323900254220223,0.2287166213666455,2143291.95,356750938.5366921,108.18525405883788,0.5385645520388231,bull,0.0525478378223671,bear,-0.3296602315009258,2026-02-27,0.6143469699041495,Industrials,Specialty Industrial Machinery,Germany,USD,1.4011499632589963,202.38749209447732
CA82831T1093,SILVER TIGER,SLVR.V,CA82831T1093,SLVR.V,SLVR.V,1.059999942779541,CAD,226.15384051080264,0.0,0.0,Seitwärts,0.0,0.0,67.6,11.8,Zyklus-Tief,-4.86,100.0,0.0,-4825026.0,488284608.0,1.0,-0.99,0.0,0.0,0.0,16853.0,14.6,"[0.0, 0.0, 0.0, 88.22, 43.18]",35.357143,14.8,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.0, ""risk_clean"": 0.0, ""regime_align"": 0.0, ""liquidity"": 0.05369127516778527, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",Edelmetalle ⛏️,1.29,0.8239490345685052,0.460993228102349,0.3500000335276122,2226753.85,2360358.953584123,0.7151950009167194,0.4821131879010047,bull,0.0525478378223671,bear,-0.3296602315009258,2026-02-27,0.4737034189746385,Basic Materials,Other Precious Metals & Mining,Canada,CAD,5.999994277954102,226.15384051080264
GB0009223206,SMITH + NEP. DL,SN.L,GB0009223206,SN.L,SN.L,1371.5,GBp,19.653966783281952,45.65,0.0,Seitwärts,0.0,0.0,63.3,87.2,Zyklus-Hoch,9.14,62392.0,226.0,700875008.0,14034447360.0,5944000000.0,4.99,4.7,8.26,12.96,3003.0,69.36,"[9.4, 18.28, 0.0, 12.76, 21.21]",15.511343,,,,Hardware 💻,1243.0,0.2815842244609274,0.2173296266274692,0.2031019814526364,2389995.85,3277879308275,1252.1434417724608,0.0953217932113152,bull,0.0525478378223671,bear,-0.3296602315009258,2026-02-27,0.0675127444177627,Healthcare,Medical Devices,United Kingdom,GBp,1.367331855136733,19.653966783281952
US8334451098,SNOWFLAKE INC. A,SNOW,US8334451098,SNOW,SNOW,168.41000366210938,USD,-4.906833507575891,0.0,0.0,Seitwärts,0.0,0.0,48.8,55.9,Zyklus-neutral,-53.09,125912.0,0.0,1285029632.0,61811384320.0,4386721792.0,2.08,28.7,-30.76,-2.06,1367.0,76.66,"[57.4, 0.0, 0.0, 44.05, 1.67]",112.415726,32.8,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.2, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.6845637583892618, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",Gehirn,212.77,0.5274854576961486,0.385695627687715,0.4345457226281102,8761929.35,1475596553.9206436,218.39135025024413,-0.228861383616446,bull,0.0525478378223671,bear,-0.3296602315009258,2026-02-27,-0.3349958952034141,Technology,Software - Application,United States,USD,-2.6869258997360146,-4.906833507575891
BE0003470755,SOLVAY S.A. A,SOLB.BR,BE0003470755,SOLB.BR,SOLB.BR,27.71999931335449,EUR,-4.127894623204642,0.0,0.0,Seitwärts,0.0,0.0,51.3,100.0,Zyklus-Hoch,12.58,174545.0,868.0,86625000.0,4766044672.0,4905999872.0,1.82,-3.9,3.14,-0.76,1413.0,29.14,"[0.0, 25.16, 0.0, 0.0, 17.0]",10.491425,22.0,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.0, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.10067114093959728, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",Experimente,25.84,0.2796069676594686,0.1846759649418414,0.2433092270294095,478077.6,13252310.743730163,26.91826244354248,0.0297841241236707,bull,0.0525478378223671,bear,-0.3296602315009258,2026-02-27,-0.0105442701975717,Basic Materials,Chemicals,Belgium,EUR,-0.8583683082144522,-4.127894623204642
LU1778762911,SPOTIFY TECH.,SPOT,LU1778762911,SPOT,SPOT,514.9400024414062,USD,-15.30731498320156,0.0,0.0,Seitwärts,0.0,0.0,41.6,76.0,Zyklus-neutral,22.64,28873.0,0.0,789000000.0,92863963136.0,16897000448.0,0.85,7.1,8.31,15.41,1612.0,67.37,"[14.2, 45.28, 0.0, 24.02, 38.46]",25.314257,33.2,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.2, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.7248322147651006, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",Medien & Digitales 📱,511.74,0.4717050443112242,0.3381622865361939,0.4680371349237977,4237075.75,2181839797.049423,634.9650482177734,-0.1890262245351216,bull,0.0525478378223671,bear,-0.3296602315009258,2026-02-27,-0.1434476295477778,Communication Services,Internet Content & Information,Sweden,USD,3.891860946728976,-15.30731498320156
US8740391003,TAIWAN SEMICON.MANU.ADR/5,TSMN.MX,US8740391003,TSMN.MX,TSMN.MX,6425.8798828125,MXN,72.3700770663168,65.66,2.45,BUY,6231.98,7734.88,62.8,81.8,Zyklus-Hoch,35.22,18187.0,116.0,619089625088.0,159076159848448.0,3809054031872.0,0.39,20.5,45.1,65.6,2618.0,16.13,"[41.0, 70.44, 0.0, 38.21, 25.0]",0.0,,,,Gehirn,5876.64,0.3678075027143275,0.2474690097167984,0.2230521235829501,1934.1,12428294.281347657,5006.273541259766,0.2835654763673796,bull,0.0525478378223671,bear,-0.3296602315009258,2026-02-27,0.1953069324342589,Technology,Semiconductors,Taiwan,MXN,-0.4659272719626961,72.3700770663168
DE0007446007,TAKKT AG,TTK.DE,DE0007446007,TTK.DE,TTK.DE,3.25,USD,-56.44001329345297,9.6,0.0,Seitwärts,0.0,0.0,58.0,86.5,Zyklus-Hoch,0.0,72403.0,752.0,0.0,1.0,28795244.0,0.0,0.0,-80.39,-80.39,247.0,14.27,"[0.0, 0.0, 0.0, 13.54, 25.0]",,,,,Medien & Digitales 📱,3.67,0.32976736318055,0.2458142178183082,0.5891552770095976,46696.45,151763.4625,4.89494879603386,-0.3360502560040428,bull,0.0525478378223671,bear,-0.3296602315009258,2026-02-27,-0.2041910527796923,Industrials,Business Equipment & Supplies,Germany,USD,1.2461047158154548,-56.44001329345297
KYG875721634,TENCENT HLDGS,0700.HK,KYG875721634,0700.HK,0700.HK,518.0,HKD,5.474732251163217,0.0,0.0,Seitwärts,0.0,0.0,60.8,13.1,Zyklus-Tief,19.83,32.47,82.0,129573249024.0,5078710222848.0,729841008640.0,2.55,15.4,29.86,45.26,1356.0,24.22,"[30.8, 39.66, 0.0, 86.9, 36.1]",15.502593,39.9,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.4, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.8993288590604027, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",Gehirn,607.0,0.2925196470301232,0.2250916124000723,0.244280442804428,32221276.65,16690621304.7,581.9441708374023,-0.1098802497589903,bull,0.0525478378223671,bear,-0.3296602315009258,2026-02-27,-0.2202452149193782,Communication Services,Internet Content & Information,China,HKD,1.171875,5.474732251163217
US8807701029,TERADYNE INC.,TER,US8807701029,TER,TER,320.0299987792969,USD,192.38682662879236,0.0,0.0,Seitwärts,0.0,0.0,72.8,86.1,Zyklus-Hoch,19.73,10131.0,17.0,276822624.0,47649693696.0,3190023936.0,0.58,43.9,17.37,61.27,1757.0,105.27,"[87.8, 39.46, 0.0, 13.9, 5.44]",38.050655,36.2,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.6, ""risk_clean"": 0.0, ""regime_align"": 0.0, ""liquidity"": 0.6912751677852349, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",Hardware 💻,239.62,0.619700022767516,0.3819962302604199,0.3833590812516476,4228167.9,1353140567.8756623,155.70287044525148,1.0553892029358982,bull,0.0525478378223671,bear,-0.3296602315009258,2026-02-27,0.7725694365215983,Technology,Semiconductor Equipment & Materials,United States,USD,-3.808239543991998,192.38682662879236
CNE100006CQ4,UBTECH ROBOT.CORP.,9880.HK,CNE100006CQ4,9880.HK,9880.HK,121.5,HKD,26.49661232652758,0.0,0.0,Seitwärts,0.0,0.0,62.0,14.4,Zyklus-Tief,-48.53,57216.0,0.0,-506247008.0,56993132544.0,1439591936.0,-0.89,27.6,-70.91,-43.31,1495.0,16.68,"[55.2, 0.0, 0.0, 85.56, 72.86]",-73.768105,26.0,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.2, ""risk_clean"": 0.0, ""regime_align"": 0.0, ""liquidity"": 0.6711409395973155, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",Hardware 💻,141.1,0.6522591148540879,0.4685887010303444,0.4565420418142158,6396604.65,777187464975,111.33275005340576,0.0913230827561257,bull,0.0525478378223671,bear,-0.3296602315009258,2026-02-27,-0.0307947953872498,Industrials,Specialty Industrial Machinery,China,HKD,0.4132231404958775,26.49661232652758
BE0974320526,UMICORE,UMI.BR,BE0974320526,UMI.BR,UMI.BR,18.020000457763672,EUR,109.18726866789798,0.0,0.0,Seitwärts,0.0,0.0,68.0,0.0,Zyklus-Tief,7.19,142464.0,258.0,972513728.0,6383084544.0,16115299328.0,15.24,16.8,0.8,17.6,1385.0,41.43,"[33.6, 14.38, 0.0, 100.0, 14.62]",14.204213,22.4,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.0, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.1476510067114094, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",Recycling,21.36,0.4580763738343722,0.2885273801399393,0.2679803145560455,721488.6,13001224.90227127,15.40284999847412,0.1699133900251459,bull,0.0525478378223671,bear,-0.3296602315009258,2026-02-27,0.2269421402100799,Industrials,Waste Management,Belgium,EUR,-0.3869524280474046,109.18726866789798
US9043111072,UNDER ARMOUR,UAA,US9043111072,UAA,UAA,7.420000076293945,USD,8.957417601172967,0.0,0.0,Seitwärts,0.0,0.0,47.3,51.3,Zyklus-neutral,-30.39,117662.0,0.0,-385754240.0,4243432192.0,4975792128.0,-9.09,-5.2,-10.44,-15.64,1431.0,109.25,"[0.0, 0.0, 0.0, 48.7, 12.88]",31.058352,17.4,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.0, ""risk_clean"": 0.0, ""regime_align"": 0.0, ""liquidity"": 0.31543624161073824, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",Konsum & Lifestyle,6.38,0.5740881299952197,0.4222876528275943,0.4349593480175915,11352326.15,84234260.89911376,5.728800020217896,0.2952101749245079,bull,0.0525478378223671,bear,-0.3296602315009258,2026-02-27,0.5937945943003935,Consumer Cyclical,Apparel Manufacturing,United States,USD,-2.624669452346884,8.957417601172967
US91324P1021,UNITEDHEALTH,UNH,US91324P1021,UNH,UNH,293.2699890136719,USD,-36.73314406128896,0.0,0.0,Seitwärts,0.0,0.0,33.6,26.5,Zyklus-neutral,12.54,77.08,324.0,15929249792.0,300506185728.0,447567003648.0,5.3,12.3,2.69,14.99,788.0,83.33,"[24.6, 25.08, 0.0, 73.53, 34.9]",13.6433325,29.0,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.0, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.8053691275167785, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",Pharma & Gesundheit,281.25,0.5109186188787268,0.5185019165089411,0.6005506450395512,9180084.05,2692243148.488085,312.88703773498537,-0.0626969044909079,bull,0.0525478378223671,bear,-0.3296602315009258,2026-02-27,-0.1168070473654022,Healthcare,Healthcare Plans,United States,USD,2.3058624388192506,-36.73314406128896
